E3	AF	3	1998	35.00	35.00
E3	AF	4	1998	35.00	35.00
E3	AF	5	1998	35.00	35.00
E3	AF	6	1998	35.00	35.00
E3	AF	7	1998	35.00	35.00
E3	AF	8	1998	35.00	35.00
E3	AF	9	1998	35.00	35.00
E3	AF	10	1998	35.00	35.00
E3	AF	11	1998	35.00	35.00
E3	AF	12	1998	35.00	35.00
E4	FO	1	1998	800.00	800.00
E4	FO	2	1998	800.00	800.00
E4	FO	3	1998	800.00	800.00
E4	FO	4	1998	800.00	800.00
E4	FO	5	1998	800.00	800.00
E4	FO	6	1998	800.00	800.00
E4	FO	7	1998	800.00	800.00
E4	FO	8	1998	800.00	800.00
E4	FO	9	1998	800.00	800.00
E4	FO	10	1998	800.00	800.00
E4	FO	11	1998	800.00	800.00
E4	FO	12	1998	800.00	800.00
E5	ME	1	1998	100.00	100.00
E5	ME	2	1998	100.00	100.00
E5	ME	3	1998	100.00	100.00
E5	ME	4	1998	100.00	100.00
E5	ME	5	1998	100.00	100.00
E5	ME	6	1998	100.00	100.00
E5	ME	7	1998	100.00	100.00
E5	ME	8	1998	100.00	100.00
E5	ME	9	1998	100.00	100.00
E5	ME	10	1998	100.00	100.00
E5	ME	11	1998	100.00	100.00
E5	ME	12	1998	100.00	100.00
E6	CL	1	1998	250.00	250.00
E6	CL	2	1998	250.00	250.00
E6	CL	3	1998	250.00	250.00
E6	CL	4	1998	250.00	250.00
E6	CL	5	1998	250.00	250.00
E6	CL	6	1998	250.00	250.00
E6	CL	7	1998	250.00	250.00
E1	MG	1	1998	1800.00	1800.00
E1	MG	2	1998	1800.00	1800.00
E1	MG	3	1998	1800.00	1800.00
E1	MG	4	1998	1800.00	1800.00
E1	MG	5	1998	1800.00	1800.00
E1	MG	6	1998	1800.00	1800.00
E1	MG	7	1998	1800.00	1800.00
E1	MG	8	1998	1800.00	1800.00
E1	MG	9	1998	1800.00	1800.00
E1	MG	10	1998	1800.00	1800.00
E1	MG	11	1998	1800.00	1800.00
E1	MG	12	1998	1800.00	1800.00
E3	AF	1	1998	35.00	35.00
E3	AF	2	1998	35.00	35.00
E1	MG	1	1996	1600.00	1600.00
E1	MG	2	1996	1600.00	1600.00
E1	MG	3	1996	1600.00	1600.00
E1	MG	4	1996	1600.00	1600.00
E1	MG	5	1996	1600.00	1600.00
E1	MG	6	1996	1600.00	1600.00
E1	MG	7	1996	1600.00	1600.00
E1	MG	8	1996	1600.00	1600.00
E1	MG	9	1996	1600.00	1600.00
E1	MG	10	1996	1600.00	1600.00
E1	MG	11	1996	1600.00	1600.00
